10645	Explain the details and benefits of rebalancing a retirement portfolio?
1090	Need a formula to determine monthly payments received at time t if I'm reinvesting my returns
7080	Wash sale rule with dividend reinvestment
6122	Better to rent condo to daughter or put her on title?
3682	Short selling - lender's motivation
4514	What intrinsic, non-monetary value does gold have as a commodity?
8507	When to sell a stock?
6221	To pay off a student loan, should I save up a lump sum payoff payment or pay extra each month?
1819	Found an old un-cashed paycheck. How long is it good for? What to do if it's expired?
6468	Why deep in the money options have very low liquidity
3008	What are my chances at getting a mortgage with Terrible credit but High income
9925	What does Chapter 11 Bankruptcy mean to an investor holding shares of a Chapter 11 Company?
4007	What is a reasonable salary for the owner and sole member of a small S-Corp?
6644	How to know precisely when a SWIFT is issued by a bank?
6420	Does the bid/ask concept exist in dealer markets?
6713	Will my father still be eligible for SNAP if I claim him as my dependent?
4844	How to read bond yield quotes? What do the time, coupon, price, yield, and time mean?
7463	Pros/cons of borrowing money using a mortgage loan and investing it in a low-fee index fund?
6479	Trading on exchanges or via brokerage companies?
10267	How should I prepare for the next financial crisis?
7622	Best way to pay off debt?
10979	Closing a futures position
2498	How do I calculate tax liability on the turnover of a small vendor?
2010	Paypal website donations without being a charity
3767	What should I be doing to protect myself from identity theft?
7145	Are there “buy and hold” passively managed funds?
6554	Mutual fund value went down, shares went up, no action taken by me
9556	How does pre-market trading work?
2445	How do I notify the IRS of a new member to an LLC?
6410	Will an ETF immediately reflect a reconstitution of underlying index
5155	For insurance, why should you refuse $4,000/year for only 10 years and prefer $500/year indefinitely?
5030	Why pay for end-of-day historical prices?
6252	Is this mortgage advice good, or is it hooey?
885	How long do credit cards keep working after you disappear?
7377	What type of returns Vanguard is quoting?
4031	28 years old and just inherited large amount of money and real estate - unsure what to do with it
766	Will the ex-homeowner still owe money after a foreclosure?
8779	How does a defined contribution plan work
2183	Why are there many small banks and more banks in the U.S.?
6219	Are there Investable Real Estate Indices which track Geographical Locations?
6849	What do the points in a stock market index epresent?
8079	Growth rate plus dividend yieid total?
5086	Mortgage loan implications when tearing down existing house and building new one?
8202	What accounted for DXJR's huge drop in stock price?
7345	What do these numbers mean? (futures)
2648	How does unemployment insurance work?
7441	Since many brokers disallow investors from shorting sub-$5 stocks, why don't all companies split their stock until it is sub-$5
776	Can saving/investing 15% of your income starting age 25, likely make you a millionaire?
5125	Regarding Australian CBS takeover of TEN
89	How can I deposit a check made out to my business into my personal account?
9329	Interactive Brokers: IOPTS and list of structured products
2516	Which banks have cash-deposit machines in Germany?
6629	Tax treatment of a boxed trade?
8970	What's the difference, if any, between stock appreciation and compound interest?
4484	Has the likelihood of getting a lower interest rate by calling & asking been reduced by recent credit card regulations?
1451	How do you find an ethical, honest independent insurance broker in Canada?
1889	Reporting financial gains from my online store
1920	Clarification on student expenses - To file the tax for the next year
8013	Frequency of investments to maximise returns (and minimise fees)
3759	Simplifying money management
7295	Selling non-dividend for dividend stocks
7448	If an index goes up because an underlying company issues more shares, what happens to the ETF
7329	Does Implied Volatilty factor in all known future events?
10639	Short term parking of a large inheritance?
6635	Why don't share prices of a company rise every other Friday when the company buys shares for its own employees?
4312	Is it true that 90% of investors lose their money?
1230	How does Walmart account their expired food
2486	Is working on a W2 basis, with benefits paid to me, a good idea?
6121	What are my best options if I don't have a lot of credit lines for housing loans?
859	Any reason to keep around my account with my old, 'big' bank?
6525	Does it make sense to trade my GOOGL shares for GOOG and pocket the difference?
2590	Are non-residents or foreigners permitted to buy or own shares of UK companies?
3781	What is the rough estimate of salary value for a taxpayer to pay AMT?
5374	What were the main causes of the spike and drop of DRYS's stock price?
1310	Is is possible to take a mortgage using Bitcoin as collateral?
8005	Difference between Vanguard sp500 UCITS and Vanguard sp500
2994	Work on the side for my wife's company
6142	How does stabilization work during an IPO?
3125	Claiming mileage allowances, what are the rules/guidelines?
8832	Is it possible to buy commodity ETFs (e.g. silver) through Questrade?
3683	Can I trust the Motley Fool?
939	How to correct a tax return filed electronically and already approved?
7206	Who Bought A Large Number Of Shares?
10246	Understanding the T + 3 settlement days rule
5241	Mortgage vs. Cash for U.S. home buy now
8121	Can I calculate stock value with Williams%R if I know the last set?
98	How can I make $250,000.00 from trading/investing/business within 5 years?
5064	How much should a graduate student attempt to save?
4615	Are solar cell panels and wind mills worth the money?
7467	Stocks are traded on secondary markets?
1676	W2 vs 1099 Employee status
503	Privacy preferences on creditworthiness data
3264	Pros and Cons of Interest Only Loans
6467	Advice on strategy for when to sell
4289	Does the currency exchange rate contain any additional information at all?
4394	Transfer $50k to another person's account (in California, USA)
4047	Does doing your “research”/“homework” on stocks make any sense?
1815	Rules for SEP contributions in an LLC?
7218	What margin is required to initiate and maintain a short sale
8982	Are Exchange-Traded Funds (ETFs) less safe than regular mutual funds?
8874	When can you adjust for (and re-allow) a disallowed year-end (December) wash-sale loss?
549	Where to request ACH Direct DEBIT of funds from MY OWN personal bank account?
2407	How long to wait after getting a mortgage to increase my credit limit?
8937	“In-the-Money” vs “Out-of-the-Money” Call Options
7344	How is the Dow divisor calculated?
2856	How can I cash out a check internationally?
7801	What are some well known or well regarded arguments against investing?
2395	Freelance site with lowest commission fees?
6875	Where to find free Thailand stock recommendations and research?
6891	What is the theory behind Rick Van Ness's risk calculation in the video about diversification?
7702	Bond ETFs vs actual bonds
2695	Buy a parking spot and rent it out, or invest savings in an interest-bearing account?
5616	How and where do companies publish financial reports?
928	How can I determine if a FHA loan refinance offer is from a reputable lender
10447	Is there an advantage to a traditional but non-deductable IRA over a taxable account? [duplicate]
5427	How do auto-loan payments factor into taxes for cars that are solely used by dependent(s)?
2587	Typically how many digits are in a cheque number?
5782	Pay off credit cards in one lump sum, or spread over a few months?
9871	What should I do with the 50k I have sitting in a European bank?
6668	Approximate IT company valuation (to proximate stock options value)
1284	Tax consequences when foreign currency changes in value
2443	What are some way to transfer money from Hong Kong to India on a monthly basis?
3179	Calculation, timing, and taxes related to profit distribution of an S-corp?
3404	In US, is it a good idea to hire a tax consultant for doing taxes?
3453	How does spot-futures arbitrage work in the gold market?
5045	Why are we taxed on revenue and companies on profit?
5808	How do you calculate return on investment for a share of stock?
4845	What is the difference between fund and portfolio?
3625	What should I do with my paper financial documents?
6679	Specifically when do options expire?
6005	Why might it be advisable to keep student debt vs. paying it off quickly?
8544	Strategies to recover from a bad short-term call options purchase where the underlying dropped instead?
4464	Are Australian mutual fund fees large compared to US?
3822	How to change a large quantity of U.S. dollars into Euros?
7879	Any Tips on How to Get the Highest Returns Within 4 Months by Investing in Stocks?
3115	How can I live outside of the rat race of American life with 300k?
8512	Is it possible to transfer stock I already own into my Roth IRA without having to sell the stock?
3995	I have more than $250,000 in a US Bank account… mistake?
559	Challenged an apparently bogus credit card charge, what happens now?
3791	"When people say 'Interest rates are at all time low!"" … Which interest rate are they actually referring to?"
8002	What is the tax treatment of scrip dividends in the UK?
4179	Why could the serious financial woes of some EU member states lead to the end of the Euro?
2891	May I claim money earned but not received in 2012
853	What will my taxes be as self employed?
10136	How to minimise the risk of a reduction in purchase power in case of Brexit for money held in a bank account?
8635	Is there any flaw in this investment scheme?
2513	How does revenue shared with someone else go into my tax return in Canada?
5206	Is it a good idea to get an unsecured loan to pay off a credit card that won't lower a high rate?
8959	How is the opening-day price of a stock decided?
4433	When should you use an actively managed mutual fund in a 401k?
4188	Why is the stock market rising after Trump's attack on the TPP?
2713	Physical Checks - Mailing
9060	Buying puts without owning underlying
7098	Can another tax loss be used to offset capital gains taxes? How does it work?
10628	What happens with the “long” buyer of a stock when somebody else's short fails (that is, unlimited loss bankrupts short seller)
6683	Who are the sellers for the new public stocks?
10183	How are various types of income taxed differently in the USA?
3829	Are all VISA cards connected with bank accounts?
5585	Is there any site you can find out about the 'bonus features' of credit cards?
4105	As an investor what are side effects of Quantitative Easing in US and in EU?
1074	How common is “pass-through” health insurance?
2465	Can capital expenses for volunteer purposes be deducted from income?
4640	What can my relatives do to minimize their out of pocket expenses on their fathers estate
9275	Do I have to pay a capital gains tax if I rebuy the same stock within 30 days?
10497	Why would you elect to apply a refund to next year's tax bill?
9481	What are reasonable administrative fees for an IRA?
3500	Why invest in becoming a landlord?
4205	How and why does the exchange rate of a currency change almost everyday?
1306	I made an investment with a company that contacted me, was it safe?
1826	Is the contribution towards Employment Insurance (EI) wasted if I never get fired, or are my premiums refunded?
6262	Help required on estimating SSA benefit amounts
5347	car loan life insurance
4500	What to ask Warren Buffet at the Berkshire Hathaway shareholder meeting?
3615	My previous and current employers both use Fidelity for 401(k). Does it make sense to rollover?
8632	Is it best to exercise options shares when they vest, or wait
9979	What is the best way to invest in gold as a hedge against inflation without having to hold physical gold?
9617	What differentiates index funds and ETFs?
1948	Which colors can one use to fill out a check in the US?
6133	What happens to all of the options when they expire?
9737	Long(100%)-Short(-100%) investment explanation
3771	Best way to buy Japanese yen for travel?
1736	How can people have such high credit card debts?
5255	Thrift Saving Plan (TSP) Share Price Charts
5380	Can somebody explain “leveraged debt investment positions” and “exposures” in this context for me, please?
9188	Selling mutual fund and buying equivalent ETF: Can I 1031 exchange?
2051	Where to find the 5 or 10 year returns for a mutual fund?
5067	LLC: Where should the funds for initial startup costs come from?
10414	What is considered high or low when talking about volume?
6814	Selling Stock - All or Nothing?
6146	Lost credit card replaced with new card and new numbers. Credit score affected?
4756	What is the formula for the Tesla Finance calculation?
7754	Inverse Relationship between Volatility and Beta
2076	Can vet / veterinary bills be considered deductions (tax-deductible) for Income Tax purposes [Canada]?
1322	Is this follow-up after a car crash a potential scam?
2880	Can I transfer my investment property into a SMSF?
5172	does interest payment on loan stay the same if I pay early
5185	Invest in low cost small cap index funds when saving towards retirement?
9644	If early exercise is a bad idea, why American option is more expensive than European [duplicate]
6909	Why do stocks priced above $2.00 on the ASX sometimes move in $0.005 increments?
5906	0% APR first 12 months on new credit card. Can I exceed that 30% rule of thumb and not hurt my credit score?
2348	Why can't you just have someone invest for you and split the profits (and losses) with him?
687	Online tool to connect to my bank account and tell me what I spend in different categories?
8017	Purchasing ETFs when (pretty much) everything else is maxed out
8795	Stock exchanges using open outcry
4499	Is investing exlusively in a small-cap index fund a wise investment?
9929	Investing in commodities, pros and cons?
42	What are the ins/outs of writing equipment purchases off as business expenses in a home based business?
3530	How to exclude stock from mutual fund
5592	Are “hard money loans” meant only for real estate?
8296	Can the beta of a stock be used as a lagging indicator for the stock w.r.t the market
659	Buying from an aggressive salesperson
9108	Starting an investment portfolio with Rs 5,000/-
6835	Are bond ETF capital gains taxed similar to stock or stock funds if held for more than 1 year?
6803	What are the common moving averages used in a “Golden Cross” stock evaluation?
9381	Trade? Buy and hold? Or both?
4414	Do high interest rates lead to higher bond yields or lower?
3067	Should I make extra payments to my under water mortgage or increase my savings?
4125	Alternative means of salary for my employees
1150	How are the best way to make and save money at 22 years old
7431	Pay off mortgage or invest in high value saving account
2384	Tax: 1099 paper form
895	California tells me I didn't file documents for an LLC that isn't mine. What do I do?
7747	What happens to bonds values when interest rates rise? [duplicate]
879	Capital improvement and depreciation in restaurant LLC
8040	Best way to make most of savings with ISA and Offset mortgage
3051	What items are exempt from the VAT? [U.K.]
7705	Why would I pick a specific ETF over an equivalent Mutual Fund?
10039	Do individual investors use Google to obtain stock quotes?
9808	Selling To Close
7188	What explains the enormous increase in gold price in the early 21st century?
4813	Dealer Financing Fell Through on vehicle purchase: Scam?
3888	Why I can't view my debit card pre-authorized amounts?
10109	Why does Charles Schwab have a Mandatory Settlement Period after selling stocks?
957	How can I withdraw money from my LLC?
10601	Bitcoin Cost Basis Purchases
1871	Is there any US bank that does not charge for incoming wire transfers?
5331	Exercises of employee share options
2790	Should I pay more than 20% down on a home?
9882	Money-market or cash-type ETFs for foreigners with U.S brokerage account
4999	Looking for a good source for Financial Statements
4142	Relation between inflation rates and interest rates
3189	Diversify my retirement investments with a Roth IRA
5134	Why does Yahoo Finance's data for a Vanguard fund's dividend per share not match the info from Vanguard?
1321	Are social media accounts (e.g. YouTube, Twitter, Instagram, etc.) considered assets?
10710	Probablity of touching In the money vs expiring in the money for an american option
6890	Where does the money go when I buy stocks?
3049	How to calculate my estimated taxes. 1099 MISC + Self Employment
849	Accounting for reimbursements that exceed actual expenses
4539	How should I save money if the real interest rate (after inflation) is negative?
4084	What industries soar when oil prices go up?
715	what would you do with $100K saving?
2416	Why should a company go public?
7509	Investment Portfolio Setup for beginner
2204	What's an economic explanation for why greeting cards are so expensive?
9646	Do common stocks and preferred stocks have any differences in terms of percentage of the company per unit they represent?
2334	How do you determine “excess cash” for Enterprise Value calculations from a balance sheet?
2903	How should I file my taxes as a contractor?
4827	Are all financial advisors compensated in the same way?
5534	How does “taking over payments” work?
9668	Do stock option prices predicate the underlying stock's movement?
1530	What is the proper way to report additional income for taxes (specifically, Android development)?
504	Have plenty of cash flow but bad credit
721	What are “upstream investments” and “downstream investments” in this context?
2296	How does a bank make money on an interest free secured loan?
3186	United States Treasury Not Endorsing Checks
10975	How to contribute to Roth IRA when income is at the maximum limit & you have employer-sponsored 401k plans?
3859	Buying an investment property in Australia - what are the advantages and disadvantages of building a house vs buying an existing one?
1994	Does the IRS reprieve those who have to commute for work?
6647	What is meant by “priced in”?
9164	Bonds vs equities: crash theory
1812	splitting a joint mortgage - one owner in home
10462	Is it okay to be married, 30 years old and have no retirement?
8855	How do i get into investing stocks [duplicate]
7594	Converting annual interbank rates into monthly rates
4968	Reasons behind a large price movement of a penny stock without any recent news releases?
7876	Why do stocks split?
7071	ESPP strategy - Sell right away or hold?
3534	Why do dishonour fees exist?
8974	As a 22-year-old, how risky should I be with my 401(k) investments?
10912	Forex independent investments
2737	What to do with an old building to get money
2964	Unmarried Couple Splitting up with Joint Ownership of Home
5178	Formula that predicts whether one is better off investing or paying down debt
5061	What fiscal scrutiny can be expected from IRS in early retirement?
7880	Are there index tracking funds that avoid the “buy high - sell low” problem?
9385	Meaning of reinvestment
4411	How does the importance of a cash emergency fund change when you live in a country with nationalized healthcare?
515	financial institution wants share member break down for single member LLC
2075	Are stories of turning a few thousands into millions by trading stocks real?
8230	Why would this kind of penny stock increase so much in value?
4335	What is the US Fair Tax?
7533	Investing tax (savings)
5683	What is the PEG ratio? How is the PEG ratio calculated? How is the PEG ratio useful for stock investing?
4785	What is the difference between a structured collar and a normal collar in finance?
7456	What is market order's relation to bid ask spread?
3528	In the US, does getting a loan with a cosigner, help your credit rating?
1393	Which is better when working as a contractor, 1099 or incorporating?
9487	Is a public company allowed to issue new shares below market price without consulting shareholders?
10792	How can I calculate a “running” return using XIRR in a spreadsheet?
5264	Does a company's stock price give any indication to or affect their revenue?
9733	Due Diligence - Dilution?
4339	What could happen to Detroit Municipal bonds because of Detroit's filing for bankruptcy?
7311	Finance, Social Capital IPOA.U
744	What options are available for a home loan with poor credit but a good rental history?
7141	Do investors go long option contracts when they cannot cover the exercise of the options?
672	Credit and Debit
6002	15 year mortgage vs 30 year paid off in 15
4071	If our economy crashes, and cash is worthless, should i buy gold or silver
4103	What causes US Treasury I bond fixed interest to increase?
1441	What's the difference between Market Cap and NAV?
3254	Why do people buy US dollars on the black market?
7512	understanding the process/payment of short sale dividends
2589	How can I detect potential fraud in a company before investing in them?
2598	Is it possible for US retail forex traders to trade exotic currencies?
6800	I don't live in America. How can I buy IPO stock of newly listed companies in the United States?
1391	How is taxation for youtube/twitch etc monetization handled in the UK?
6278	What is the best way to help my dad consolidate his credit card debt at a lower rate?
7534	Can you explain why it's better to invest now rather than waiting for the market to dip?
5356	Historical stock prices: Where to find free / low cost data for offline analysis?
2579	What to do when a job offer is made but with a salary less than what was asked for?
9961	Employer rollover from 403b to 401k?
7484	Why sometimes payable date is BEFORE the ex-dividend date?
5790	FX losses on non-UK mortgage for UK property - tax deductable?
7823	Retirement Funds: Betterment vs Vanguard Life strategy vs Target Retirement
689	Receive credit card payment sending my customer details to a credit card processing company?
604	Is there a dollar amount that, when adding Massachusetts Sales Tax, precisely equals $200?
9174	Which U.S. online discount broker is the best value for money?
6867	Will there always be somebody selling/buying in every stock?
5970	How to calculate ownership for property with a partner
4681	How to fix Finance::Quote to pull quotes in GnuCash
1670	Investing in hemp producers in advance of possible legalization in Canada?
6901	Rules for Broker Behavior with Covered Calls
10808	What are a few sites that make it easy to invest in high interest rate mutual funds?
2383	Should I Purchase Health Insurance Through My S-Corp
3085	How long can I convert 401(k) to Roth 401(k)?
104	Investing/business with other people's money: How does it work?
5083	Co-signer deceased
684	Beyond RRSP deductions, how does a high income earner save on taxes?
10674	How to sell a stock in a crashing market?
3594	If I were to get into a life situation where I would not be able to make regular payments, do lenders typically provide options other than default?
10526	What extra information might be obtained from the next highest bids in an order book?
